# UNATTESTED. Post-seal read-only read of replicate workspaces on bnode0 2026-09-02T13:5xZ. The sealed collection contains NO script inventory (git-log.txt records no filenames), so nothing attests these bytes are unchanged since the campaign. Skip this line when parsing.
rep,arm,filename,language,loc,purpose,category,pulled_at,attestation
rep01,gated,scripts/dedup.py,python,22,"Group structures that are byte-equivalent up to atom ordering and rounding. Emits tables/dupgroups.csv : sid,group_key,is_representative",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/dupcheck.py,python,48,"Integrity check on my own denominator: did dedup actually stop me measuring twins? The campaign reports ""308 distinct structures measured"" out of ""7,766 eligible"", where eligible means group represent",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/endnote.py,python,28,"Prepend the endgame note to STATE.md: the session is stopping on spend, not on the deadline.",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/extract.py,python,50,Pull the few quantities we need out of the two RASPA outputs and print one CSV row. Raw .data files stay on disk as archive; nothing downstream re-reads them.,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/finalists.py,python,43,"Emit the batch lists for the Claim-grade stage, the G6 reproductions and the G7 audits. finalists.py claim <n> -> jobs/claim.ids top n by measured floor-grade WC finalists.py g7 -> jobs/g7.ids every 4",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/fit.py,python,78,"Fit screening descriptors to measured working capacity and rank the database. Ridge regression on a fixed nonlinear basis, with leave-one-out CV to pick the ridge parameter and to report honest out-of",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/g4audit.py,python,80,Write the G4 gate events that the report's class-(a) caveat has been resting on. The report asserts that the leading structures carry CH4-reachable metal sites and therefore fall in G4 class (a) -- cl,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/g6finish.py,python,115,"Record the G6 outcome the moment it lands, whether or not a session is watching. Appendix A G6 makes reproduction of every Claim number mandatory before filing. The reproduction is running on the clus",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/g7loop.sh,shell,11,"Record G7 audit outcomes as g7a's four remaining reproductions land, without a live",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/g7record.py,python,90,"Record G7 reproduction outcomes into AUDIT.jsonl as they land. Appendix A G7 audits every 40th structure to pass screening REGARDLESS of its value, and its note is explicit that the gate exists to pro",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/login_run.sh,shell,64,"login_run.sh <sid> — ONE structure, both protocol pressures, §3 floor grade, on the",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/mkbatch.py,python,38,"Build screening batch lists, ordered longest-predicted-runtime first. Batch makespan is set by its slowest member, and a job holds all its cores until its last task ends. Starting the expensive struct",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/mkcrit.py,python,67,Pull the still-unmeasured ceiling-critical structures into one dedicated job. They were dealt round-robin across r2a..r2e so that whichever worker dispatched first would start on one. In the event onl,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/mkg6.py,python,50,Build the G6 reproduction list from whichever Claim-grade runs have actually landed. Appendix A G6: every number in the final report's Claim must be reproduced from ARCHIVED inputs in a fresh run befo,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/mkjob.sh,shell,16,mkjob.sh <jobname> <ppn> <prop> <tasklist-file> [walltime],job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/mklist.py,python,10,"Write a task list of run_gcmc.sh invocations, one per structure id. mklist.py <out.list> <tag> <ninit> <nprod> <seed> <ids-file>",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/model.py,python,133,"Compare surrogate model classes by K-fold CV on the measured screening data. The ridge fit stopped improving between n=28 and n=199 (14.5 -> 14.3 cm3/cm3), which says the limit is the model, not the s",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/monitor.sh,shell,12,"Appends a one-line campaign status every 15 min, so a single tail gives the history.",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/monitor2.sh,shell,14,"Appends a one-line campaign status every 15 min, so a single tail gives the history.",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/narrow.py,python,93,"Rebuild the whole queue as ppn=1 jobs. Diagnosis (LOG T+23.2h): the Bei account is pinned at its per-property cap on aa, amd and ac. Cores therefore free ONE AT A TIME as sibling ppn=1 jobs end, and s",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/openmetal.py,python,66,"G4(a) test: can a CH4 centre reach a metal atom? A metal is counted ""CH4-exposed"" when there exists a point within `rmax` of the metal nucleus at which a CH4 united atom has clearance >= 1.865 A (half",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/patch2.py,python,34,Correct STATE.md's watcher table (it omitted g7loop.sh) and record the pgrep self-match trap.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/patch_state.py,python,43,Patch STATE.md: record the mjs PATH trap that produced a false 'queue empty' reading.,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/pick.py,python,96,"Rank the eligible database and choose the next screening batch. Model: ridge on a deliberately small, mostly-linear basis (a rich polynomial basis fitted to a few dozen points extrapolates to physical",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/pick2.py,python,80,"Rank the eligible database with the gradient-boosted surrogate and choose the next batch. GBM beats ridge by 29% in 8-fold CV on the same descriptors (10.6 vs 14.9 cm3/cm3) and, being a tree ensemble,",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/pilot_pick.py,python,39,"Pick a stratified pilot set from stage-1/2 tables. Cost model unknown, so the pilot spans structure size as well as the descriptor space.",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/prep.py,python,9,,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/qc.py,python,56,"Anomaly sweep over all measured rows, before any of them reach the report. Charter section 9: a result that looks too good must be investigated before it is promoted. The gates cover the value channel",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/qpos.sh,shell,19,Append one line per property recording how many Bei jobs sit AHEAD of my first job,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/qpos_loop.sh,shell,4,"Appends a queue-position sample every 5 min, so the drain rate is measurable from a",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/recover.py,python,44,Recover result rows from runs whose RASPA output is complete but whose extraction step never ran. Editing scripts/run_gcmc.sh while ~96 tasks were executing it shifted the byte offsets bash was readin,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/refit.py,python,74,"Refit the surrogate on every measurement now on disk and re-derive the two numbers the ceiling argument actually rests on: the CV-RMSE, and the EMPIRICAL MAXIMUM out-of-fold under-prediction. The thre",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/risk.py,python,62,"How improbable, on my own measured error distribution, is it that one of the 12 ceiling-critical structures beats the leader? The ceiling claim is NOT ""no unmeasured structure can exceed 207.45"". It i",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/run_gcmc.sh,shell,48,run_gcmc.sh <sid> <tag> <ninit> <nprod> <seed>,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/run_gcmc2.sh,shell,54,run_gcmc.sh <sid> <tag> <ninit> <nprod> <seed>,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/run_repro.sh,shell,29,run_repro.sh <sid> <src-tag> <dst-tag> <seed>,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/scan1.py,python,59,"Stage-1 scan: cheap per-structure metadata for the whole database. Emits tables/scan1.csv (one row per CIF, no simulation).",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/scan2.py,python,104,Stage-2 descriptors: Monte-Carlo integration of the CH4 and He external fields. Samples NPTS random points in the unit cell and evaluates the Lennard-Jones energy of a single probe against the framewo,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/scan3.py,python,63,"Stage-3 descriptors: distributional detail the stage-2 summaries throw away. Same sampling and the same pinned UFF interaction as scan2, but instead of only the mean CH4 energy and one free-sphere num",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/tail.py,python,69,"Is the surrogate's under-prediction tail one pathological structure, or heavy? The screening threshold is best - (max out-of-fold under-prediction). That maximum jumped 43.9 -> 64.5 when the sample gr",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep01,gated,scripts/twelve.py,python,67,"List the ceiling-critical set under the conditional-margin rule, and check whether the round-2 lists already queued cover it. Rule: margin = max out-of-fold under-prediction among measured structures ",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/access.py,python,170,"Accessibility diagnostic: how much of a structure's methane-accessible void is actually reachable from outside the crystal? The protocol of charter S3 uses no pore-blocking spheres, so RASPA's GCMC in",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/audit.py,python,80,"Quality control over every task the workers have finished. Two things can make a screening pass quietly wrong, and neither shows up in the tables that the analysis reads: CENSORING. `queue/wall_cap` k",audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/bound.py,python,59,"Geometric ceiling, corrected. FIRST ATTEMPT WAS WRONG and is kept in the log: it divided N(65) by the CH4-*centre*-accessible volume fraction vf_3.73. That is the region a methane centre may occupy, n",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/brief.py,python,37,One compact status block. This is the only thing the session should read on a routine check-in: everything else is archive. Charter section 4 cost mechanics -- every byte entering the session is re-re,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/bulk.py,python,81,"Bulk methane at the two charter pressures, under the pinned protocol. The ceiling argument rests on the working capacity per unit void, r = wc / vf0, turning over and falling as the void fraction appr",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/ceiling.py,python,90,"Ceiling analysis: how far above the best measured value can the database go? Three independent lines, deliberately not averaged together -- they answer slightly different questions and their disagreem",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/cifio.py,python,129,"Minimal CIF reader/writer for the rep02 campaign database. The db CIFs are P1, one atom_site loop, columns: type_symbol label symmetry_multiplicity fract_x fract_y fract_z occupancy charge",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/claim1.py,python,52,,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/claim_tier.py,python,126,"Select the finalists and queue the claim tier. Charter section 3: any number entering the report's Claim must come from 10,000 initialization + 50,000 production. This decides which structures get tha",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/close.py,python,45,2026-09-01 07:15 KST — closing entry: the dispatch came too late to matter,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/close25.py,python,39,Queue everything needed to close the frontier out to k = +25% by measurement. The exclusion argument currently says: no unmeasured structure can beat the leader unless its working capacity per unit va,other,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/collect.py,python,46,"Fold per-(structure,pressure) RASPA records into one row per structure. Reads any number of runner.py output CSVs and emits tables/<name>.csv with columns struct, vv65, sd65, vv58, sd58, wc, sd_wc. Er",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/cpuacct.py,python,19,"Own compute accounting. `usage.json` still reports cpu_h_scheduler = 0.0 after ~190 CPU-h of real work, so the budget is tracked here instead, from the per-task wall times the workers record. This is ",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/dupes.py,python,79,"How many of the 12,499 database entries are distinct structures? The two structures ranked second and third by screening, `2015[V][srs]3[ASR]1` and `2015[V][srs]3[FSR]1`, turn out to be bit-identical:",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/evtest.py,python,65,Does the extreme-value ceiling estimate actually predict values it has not seen? `ceiling.py` fits a Generalized Pareto tail to the uniform random sample and reports a right endpoint of 187-189 agains,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/exclude.py,python,153,"The exclusion argument: what is left in the database that could still beat the best measured structure? The campaign can afford to simulate about a fifth of the database, so a claim that the best numb",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/fillseed.py,python,35,Queue the missing claim-grade seeds. Seven structures have a claim-grade number and only two have the three seeds that give it an uncertainty. A single-seed claim-grade value is admissible under secti,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/final_jobs.py,python,55,"2026-08-31 / 09-01 — the claim tier, as executed, and a traceability note",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/final_state.py,python,63,"--- correct the misdated LOG entry, on the record rather than silently",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/geom.py,python,111,"Tier-0 geometric descriptor pass over the whole database. For each structure builds the scalar field g(r) = min_i ( |r - r_i| - sigma_i/2 ) on a uniform grid over the unit cell, with sigma_i taken fro",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/geom_mod.py,python,34,Geometric descriptors for the modified candidates in mod/. Same field and same probe set as the database pass in geom.py -- the modified structures have to be described on exactly the same footing as ,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/hardstop.py,python,45,2026-09-01 12:26 KST — HARD STOP received; REPORT.md stands as the final filing,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/harvest.py,python,51,"Fold queue/*/res/*.jsonl into the two working tables. tables/geom.csv one row per structure, T0 descriptors tables/gcmc_raw.csv one row per (structure, pressure, cycles, seed, mode) Idempotent: re-run",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/interp.py,python,200,"Is a structure interpenetrated, and would removing one net help? Charter section 2 asks whether the best number can be exceeded and by what means, and section 3 permits structural modification provide",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/log3.py,python,42,"2026-08-31 07:45 KST — the first claim-grade number, and it is a structure this campaign built",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/log4.py,python,42,"2026-08-31 11:20 KST — 886 tasks lost to a filesystem burst, and what it cost",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/log5.py,python,37,2026-08-31 12:15 KST — the screening leader's claim run was dead and its claim file hid it,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/log6.py,python,40,"2026-08-31 16:10 KST — the 75% spend warning, and what it changes",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/log7.py,python,40,2026-08-31 17:20 KST — the Claim rests on the one seed that escaped the wall cap,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/logapp.py,python,82,2026-08-31 04:05-04:50 KST — resumption after the 13.98 h harness outage,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/margincal.py,python,59,Calibrate the exclusion margin instead of choosing it. The ceiling argument excludes a porosity class by saying a structure there would need a working capacity per unit void more than MARGIN_K times t,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/mergegeom.sh,shell,19,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/mkmod.py,python,95,"Build the non-interpenetrated analogue of an interpenetrated structure. Takes a parent from the provided database, keeps one framework net and deletes the others, and writes the result to `mod/`. Char",structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/mkrun.py,python,60,"Build a RASPA GCMC run directory for one (structure, pressure) point. Everything the protocol pins lives here in one place: cutoff 12.8, chargeless, Forcefield UFF (the pinned local set), TraPPE unite",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/mktasks.py,python,48,"Append GCMC tasks to a shared work queue. mktasks.py <queue_dir> <init> <prod> <structures.txt|name...> [--seeds N] Both charter pressures are emitted for every structure, adjacent, so a worker that t",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/mod2.sh,shell,29,Extend the interpenetration-removal family to every all-3-periodic,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/mod2q.py,python,44,Queue the mod2 analogues that the geometric frontier cannot exclude. The criterion is the same one used on the database: a structure is measured unless beating the incumbent would require its working ,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/mod3.py,python,87,"Build the non-interpenetrated analogues of the 2-PERIODIC interpenetrated parents -- the family the modification route never touched, and the family the campaign's winner belongs to. `scripts/mkmod.py",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/model.py,python,107,"Surrogate model over the T0 descriptors, trained on whatever GCMC we have. Fits separate models for N(65 bar) and N(5.8 bar) and takes the difference, rather than fitting the difference directly: the ",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/modelcmp.py,python,80,"Does the surrogate improve if it predicts loading *per unit void* instead of loading, and does the censored lcd descriptor hurt at the top end? The current model fits N(65) and N(5.8) separately and s",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/modeval.py,python,98,Did removing the interpenetrating net actually help? Charter section 2 asks whether the best number can be exceeded and by what means. The modification route answers that only if it is evaluated as a ,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p10.py,python,70,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p11.py,python,93,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p12.py,python,69,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p13.py,python,87,,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p14.py,python,93,,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p15.py,python,25,,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p16.py,python,89,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p17.py,python,73,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p18.py,python,56,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p19.py,python,89,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p2.py,python,93,--- REPORT.md: the MakeGrid statement is now known false; correct it in place.,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p20.py,python,14,,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p21.py,python,121,--- §1: weaken the ceiling sentence honestly,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p22.py,python,55,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p23.py,python,21,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p24.py,python,54,,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p6.py,python,104,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p7.py,python,88,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p8.py,python,67,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/p9.py,python,32,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/predmod.py,python,120,"Rank the modified (non-interpenetrated) candidates for GCMC. Screening all 664 would cost about 206 CPU-h, which is affordable but wasteful when the point of building them was a specific hypothesis: t",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/qworker.py,python,107,Shared-work-queue worker. The mjs meta-scheduler starves this replicate: sibling replicates share one per-user core quota and dispatch is head-of-line blocked. Fixed per-job task lists waste that scar,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/repoint.py,python,43,"Repoint the payload of every still-pending mjs job onto the queue chain. mjs runs `qsub <path>` at dispatch, not at submission, so the payload file of a waiting job is still live and can be rewritten ",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/report_patch.py,python,113,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/reprio.py,python,55,"Re-prioritise the unclaimed tail of the shared work queue. Tasks are claimed in file order (qworker.py), and the file is append-only, so the only safe way to change priority is: take ownership of an u",descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/requeue.py,python,33,"Re-queue the measurements lost to the 2026-08-31 filesystem burst. 886 tasks failed instantly with FileNotFoundError and are recorded in gcmc_raw.csv as EXC rows, so they are visible rather than silen",other,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/rescue.py,python,57,"Recover claim-tier measurements whose worker died mid-run. A claim file means the task is done, being done, or was moved by reprio -- and a task whose PBS job hit its walltime mid-run leaves a claim f",parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/reseed.py,python,38,"Re-order the claim tier seed-major instead of structure-major. Spend, not compute and not the deadline, is what will end this campaign, and at the burn measured over the last hour it ends in hours rat",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/retry.py,python,32,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/rp5.py,python,80,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/runner.py,python,157,"Batch RASPA runner. Reads a task file (TSV, one task per line): struct pressure_pa init prod mode seed mode is 'plain' or 'grid'. Runs tasks across N worker processes, extracts the handful of numbers ",job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/scan_inventory.py,python,46,"Pass 1 over the database: cheap per-structure facts, no simulation. Writes tables/inventory.csv -- one row per CIF. Raw CIFs are never read again after this (CLAUDE.md: raw outputs are archive, not wo",bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/select_t1.py,python,59,"Choose the Tier-1 GCMC sample and write runner task files. Two samples, for two different jobs: random -- uniform over all 12,499. Its only purpose is an *unbiased* estimate of the working-capacity di",surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/st2.py,python,28,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/st3.py,python,39,,structure modification,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/st5.py,python,31,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/st6.py,python,15,,surrogate model,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/st7.py,python,15,,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/st_end.py,python,31,,descriptors,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/st_final.py,python,24,,audit or gate check,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/state_patch.py,python,117,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/status.sh,shell,22,One-line campaign status. Never dumps raw output into the session.,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/subgen.sh,shell,12,subgen.sh <jobname> <ppn> <node_property> <command...>,job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/submit.sh,shell,11,submit.sh <jobname> <taskfile> <outcsv> <ppn> [node_property],job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/subw.sh,shell,14,subw.sh <name> <ppn> <prop> [walltime],job submission,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/summ_inventory.py,python,23,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/supervisor.sh,shell,45,Remote supervisor loop.,parsing,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/tick.sh,shell,9,,bookkeeping,2026-09-02T13:5xZ,none - post-seal workspace read
rep02,ungated,scripts/waitrun.sh,shell,13,"Block until a rep02 job is actually running (or results appear), or until",other,2026-09-02T13:5xZ,none - post-seal workspace read
